Local time in Guelmim,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td,,Tsi,Posi,Psi,Pasi,Usi,Ddsi,Ffsi,Nsi,Wwsi,W1si,W2si,Tnsi,Txsi,Clsi,Nhsi,His,Cmsi,Chsi,Vvsi,Tdsi,RRRsi,tRsi,Esi,Tgsi,E'si,ssssi
10/20/15 8:00,17,733.2,759.7,94,Wind blowing from the west,1,,,,"Few clouds (10-30%) 180 m, scattered clouds (40-50%) 480 m",5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 9:00,19,733.4,759.7,94,Wind blowing from the west-southwest,3,,,,"Few clouds (10-30%) 180 m, broken clouds (60-90%) 480 m",8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 10:00,21,733.6,759.7,78,Wind blowing from the west-southwest,2,,,,"Broken clouds (60-90%) 480 m, cumulus congestus of great vertical extent",8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 11:00,20,733.5,759.7,83,Wind blowing from the north-northwest,3,,,,"Broken clouds (60-90%) 480 m, cumulus congestus of great vertical extent",10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 12:00,22,733.7,759.7,69,Wind blowing from the west,3,,,,Broken clouds (60-90%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 13:00,23,733.1,759,61,Wind blowing from the north,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 14:00,24,732.4,758.2,61,Wind blowing from the north-west,5,,,,Broken clouds (60-90%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 15:00,23,732.3,758.2,61,Wind blowing from the north-northwest,4,,,,Broken clouds (60-90%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 16:00,23,732.3,758.2,65,Wind blowing from the north-west,6,,,,Broken clouds (60-90%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 17:00,23,732.3,758.2,57,Wind blowing from the north-west,6,,,,Broken clouds (60-90%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/15 18:00,22,733,759,61,Wind blowing from the north-west,4,,,,Broken clouds (60-90%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 6:00,18,733.3,759.7,68,Wind blowing from the east-southeast,6,,,,Scattered clouds (40-50%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 7:00,18,733.3,759.7,68,Wind blowing from the east,4,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 8:00,22,733.7,759.7,53,Wind blowing from the south-southeast,3,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 9:00,23,733.8,759.7,50,Wind blowing from the south-southeast,4,,,,Few clouds (10-30%) 600 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 10:00,24,734.6,760.5,50,Wind blowing from the south,5,,,,Few clouds (10-30%) 600 m,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 11:00,26,734,759.7,42,Wind blowing from the south,5,,,,Scattered clouds (40-50%) 600 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 12:00,27,734.1,759.7,37,Wind blowing from the south-west,3,,,,Broken clouds (60-90%) 600 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 13:00,27,733.4,759,37,Wind blowing from the south-west,3,,,,Broken clouds (60-90%) 600 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 15:00,28,732.7,758.2,35,Wind blowing from the west,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 16:00,28,732.3,757.7,35,Wind blowing from the south,4,,,,Broken clouds (60-90%) 600 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 17:00,27,732.7,758.2,37,Wind blowing from the north-west,3,,,,Broken clouds (60-90%) 600 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/15 18:00,26,732.6,758.2,42,Wind blowing from the north-northeast,3,,,,"Scattered clouds (40-50%) 600 m, scattered clouds (40-50%) 6000 m",10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 6:00,22,735.1,761.2,69,Wind blowing from the south-southeast,6,,,,No Significant Clouds,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 7:00,22,735.1,761.2,73,Wind blowing from the south-southeast,5,,,,Broken clouds (60-90%) 600 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 8:00,22,735.9,762,69,Wind blowing from the south,5,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 2400 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 9:00,22,735.9,762,69,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 10:00,23,736.8,762.8,65,Wind blowing from the south-southeast,5,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 11:00,23,736.8,762.8,65,Wind blowing from the south,7,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 12:00,24,736.9,762.8,61,Wind blowing from the south,6,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 14:00,24,736.1,762,61,Wind blowing from the south-southeast,5,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 15:00,25,736.2,762,54,Wind blowing from the south-southwest,5,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 16:00,25,736.9,762.8,54,Wind blowing from the south-southwest,4,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 17:00,24,736.9,762.8,57,Wind blowing from the south-southwest,5,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/15 18:00,24,736.9,762.8,57,Wind blowing from the south-southwest,4,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 6:00,22,736.7,762.8,65,Wind blowing from the south-east,3,,,,"Scattered clouds (40-50%) 480 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 7:00,22,736.7,762.8,65,Wind blowing from the south-southeast,2,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 8:00,22,737.4,763.5,69,Wind blowing from the east,3,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 9:00,23,737.4,763.5,65,Wind blowing from the south-southeast,5,,,"Rain, shower(s)","Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 10:00,22,737.4,763.5,73,Wind blowing from the east-southeast,3,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 11:00,21,737.3,763.5,83,Wind blowing from the south-east,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 12:00,22,737.4,763.5,78,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 13:00,21,737.3,763.5,88,Wind blowing from the south-southeast,4,,,,"Broken clouds (60-90%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 14:00,21,736.6,762.8,88,Wind blowing from the south-east,4,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 15:00,21,736.6,762.8,88,Wind blowing from the south-southeast,5,,,Rain,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 16:00,21,736.6,762.8,88,Wind blowing from the south-southeast,3,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 17:00,21,735.1,761.2,83,Wind blowing from the south-east,5,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/15 18:00,21,735.8,762,83,Wind blowing from the east-southeast,3,,,,"Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 6:00,17,734.7,761.2,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 7:00,16,735.4,762,100,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 8:00,19,734.9,761.2,94,Wind blowing from the east,4,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 9:00,21,735.8,762,83,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 10:00,23,736,762,69,Wind blowing from the south,1,,,,Broken clouds (60-90%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 12:00,25,735.4,761.2,57,Wind blowing from the west-southwest,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 13:00,26,734.8,760.5,51,Wind blowing from the west,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 14:00,26,734,759.7,51,Wind blowing from the west,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 15:00,27,734.1,759.7,42,Wind blowing from the west-northwest,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 16:00,27,733.4,759,48,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 17:00,26,734,759.7,51,Wind blowing from the west-northwest,5,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/15 18:00,24,733.9,759.7,61,Wind blowing from the north-northwest,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 6:00,18,734.1,760.5,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 7:00,18,734.8,761.2,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 8:00,20,735,761.2,88,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 9:00,23,735.2,761.2,69,Wind blowing from the south-west,1,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 10:00,24,736.1,762,65,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 11:00,25,736.2,762,57,Wind blowing from the south,2,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 12:00,26,735.5,761.2,51,Wind blowing from the west-southwest,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 13:00,27,734.9,760.5,45,Wind blowing from the west-southwest,3,,,,Broken clouds (60-90%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 14:00,25,734.7,760.5,61,Wind blowing from the west,4,,,Shower(s),Broken clouds (60-90%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 15:00,27,734.1,759.7,51,Wind blowing from the west-northwest,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 16:00,27,734.1,759.7,54,Wind blowing from the north-west,2,,,,Broken clouds (60-90%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 17:00,23,734.5,760.5,83,Wind blowing from the south-southwest,5,,"Shower(s), rain",,"Broken clouds (60-90%) 480 m, few clouds (10-30%) 900 m, cumulonimbus clouds",10.0 and more,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/15 18:00,23,734.5,760.5,83,,,,,,"Broken clouds (60-90%) 480 m, few clouds (10-30%) 900 m, cumulonimbus clouds",10.0 and more,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 6:00,18,734.8,761.2,100,Wind blowing from the east-southeast,2,,,,"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 7:00,18,734.8,761.2,100,Wind blowing from the south-east,2,,,,"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 3000 m",10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 8:00,19,735.6,762,94,Wind blowing from the south-west,2,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 9:00,20,735.7,762,94,Wind blowing from the west-northwest,2,,,,Few clouds (10-30%) 480 m,10.0 and more,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 10:00,22,735.9,762,78,Wind blowing from the south-southwest,1,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 11:00,23,736.8,762.8,74,Wind blowing from the west-southwest,3,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 12:00,25,736.2,762,65,Wind blowing from the west-northwest,1,,,,Few clouds (10-30%) 480 m,10.0 and more,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 13:00,26,734.8,760.5,51,Wind blowing from the west,3,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 14:00,26,734.8,760.5,54,Wind blowing from the north-northwest,5,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 15:00,26,734,759.7,51,Wind blowing from the north-west,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 16:00,26,734,759.7,54,Wind blowing from the north-west,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 17:00,25,734.7,760.5,54,Wind blowing from the north-west,4,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/15 18:00,24,734.6,760.5,61,Wind blowing from the north-west,5,,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 6:00,15,736.1,762.8,100,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 7:00,14,736.6,763.5,100,Wind blowing from the east,2,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 8:00,16,736.8,763.5,100,Wind blowing from the east,1,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 9:00,19,737.1,763.5,88,Wind blowing from the south-southwest,1,,,,Few clouds (10-30%) 480 m,10.0 and more,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 10:00,21,737.3,763.5,73,Wind blowing from the south-southeast,2,,,,Few clouds (10-30%) 480 m,10.0 and more,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 11:00,23,737.4,763.5,57,Wind blowing from the west-southwest,1,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 12:00,24,736.9,762.8,47,Wind blowing from the north-west,1,,,,"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 13:00,26,736.3,762,37,Wind blowing from the north,2,,,,"Few clouds (10-30%) 480 m, scattered clouds (40-50%) 6000 m",10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 14:00,26,735.5,761.2,39,Wind blowing from the north,2,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 15:00,25,735.4,761.2,51,Wind blowing from the north,3,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 16:00,24,735.3,761.2,54,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 17:00,23,735.2,761.2,61,Wind blowing from the north-northeast,4,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/15 18:00,21,735.8,762,64,Wind blowing from the north,5,,,,"Few clouds (10-30%) 480 m, broken clouds (60-90%) 6000 m",10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 6:00,14,736.6,763.5,88,Wind blowing from the east-southeast,2,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 7:00,14,736.6,763.5,94,Wind blowing from the east-southeast,1,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 8:00,17,736.9,763.5,83,Wind blowing from the south-southeast,1,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 9:00,19,737.1,763.5,78,Wind blowing from the west,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 10:00,21,737.3,763.5,69,Wind blowing from the north,6,,,,Scattered clouds (40-50%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 11:00,22,737.4,763.5,61,,,,,,Broken clouds (60-90%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 12:00,24,736.9,762.8,50,Wind blowing from the north,3,,,,Scattered clouds (40-50%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 13:00,25,736.2,762,51,Wind blowing from the north,6,,,,Scattered clouds (40-50%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 14:00,25,736.2,762,47,Wind blowing from the north,5,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 15:00,24,735.3,761.2,50,Wind blowing from the north-northeast,6,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 16:00,24,735.3,761.2,54,Wind blowing from the north,7,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 17:00,23,735.2,761.2,53,Wind blowing from the north,7,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/15 18:00,21,735.1,761.2,64,Wind blowing from the north-northeast,7,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 6:00,12,736.5,763.5,94,Wind blowing from the east,2,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 7:00,13,736.6,763.5,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 8:00,14,736.6,763.5,94,Wind blowing from the east,3,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 9:00,18,737,763.5,78,Wind blowing from the east,2,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 10:00,20,,,69,Wind blowing from the east,1,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 11:00,20,737.2,763.5,69,Wind blowing from the west-northwest,1,,,,Scattered clouds (40-50%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 12:00,22,736.7,762.8,57,Wind blowing from the west,2,,,,Scattered clouds (40-50%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 13:00,23,736,762,53,Wind blowing from the east,1,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 14:00,24,735.3,761.2,50,Wind blowing from the west-northwest,3,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 15:00,25,734.7,760.5,44,Wind blowing from the north-northwest,2,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 16:00,26,734.8,760.5,37,Wind blowing from the west,3,,,,Few clouds (10-30%) 480 m,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 17:00,24,734.6,760.5,54,Wind blowing from the north-west,5,,,,No Significant Clouds,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/15 18:00,22,735.1,761.2,65,Wind blowing from the north-west,5,,,,Few clouds (10-30%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 6:00,13,735.1,762,100,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 7:00,13,735.1,762,100,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 8:00,15,736.1,762.8,100,Wind blowing from the east,3,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 9:00,19,736.4,762.8,78,Wind blowing from the east,1,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 10:00,22,736.7,762.8,65,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 11:00,23,736.8,762.8,57,"Calm, no wind",0,,,,No Significant Clouds,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 12:00,25,,,47,Wind blowing from the west-northwest,3,,,,No Significant Clouds,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 13:00,26,735.5,761.2,37,Wind blowing from the west,3,,,,No Significant Clouds,10.0 and more,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 14:00,26,734.8,760.5,42,Wind blowing from the west,4,,,,No Significant Clouds,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 15:00,26,734.8,760.5,45,Wind blowing from the west-northwest,6,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 16:00,25,734.7,760.5,54,Wind blowing from the west-northwest,5,,,,Few clouds (10-30%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 17:00,24,733.9,759.7,54,Wind blowing from the west,6,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/15 18:00,22,734.5,760.5,65,Wind blowing from the west,5,,,,Few clouds (10-30%) 480 m,10.0 and more,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 6:00,15,735.3,762,94,Wind blowing from the west-southwest,1,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 7:00,13,735.1,762,100,Wind blowing from the south-east,2,,,,Few clouds (10-30%) 480 m,10.0 and more,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 8:00,15,735.3,762,94,"Calm, no wind",0,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 9:00,19,735.6,762,73,Wind blowing from the north,1,,,,Few clouds (10-30%) 480 m,10.0 and more,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 10:00,21,735.8,762,57,Wind blowing from the south,1,,,,Few clouds (10-30%) 480 m,10.0 and more,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 11:00,22,735.1,761.2,50,Wind blowing from the south,1,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/15 12:00,23,735.2,761.2,47,Wind blowing from the north-northeast,4,,,,Few clouds (10-30%) 480 m,10.0 and more,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
