Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
2015-07-14 12:00:00,23.1,755.4,760.5,0.2,79.0,Wind blowing from the south-west,4.0,20-30%, ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",5.0,19.3,,,,,,
2015-07-14 15:00:00,26.1,754.7,759.7,-0.7,72.0,Wind blowing from the north-west,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.6,,,,,,
2015-07-14 18:00:00,24.9,754.1,759.1,-0.6,76.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,26.4,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.4,,,,,,
2015-07-15 06:00:00,21.0,753.5,758.6,,91.0,Wind blowing from the south-southwest,6.0,70 - 80%, ,,,20.9,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.4,,,,,,
2015-07-15 09:00:00,23.0,755.0,760.1,1.5,83.0,Wind blowing from the north,2.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,20.0,,,,,,
2015-07-15 12:00:00,23.7,754.9,760.0,-0.1,78.0,Wind blowing from the south-west,4.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.6,,,,,,
2015-07-15 15:00:00,24.1,753.8,758.8,-1.1,80.0,Wind blowing from the west-northwest,3.0,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,20.4,,,,,,
2015-07-15 18:00:00,22.7,753.3,758.4,-0.5,83.0,Wind blowing from the west,2.0,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.7,,,,,,
2015-07-16 06:00:00,21.2,753.1,758.2,,89.0,Wind blowing from the south-west,4.0,100%,Mist. ,,,20.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,19.3,,,,,,
2015-07-16 09:00:00,21.3,755.3,760.4,2.2,93.0,Wind blowing from the south-west,2.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,20.2,,,,,,
2015-07-16 12:00:00,23.7,755.2,760.3,-0.1,79.0,Wind blowing from the west,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.8,,,,,,
2015-07-16 15:00:00,22.5,754.9,760.0,-0.3,83.0,Wind blowing from the west,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,19.5,,,,,,
2015-07-16 18:00:00,21.5,754.7,759.8,-0.2,87.0,Wind blowing from the west-northwest,3.0,"90  or more, but not 100%",Mist. ,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,Cloud covering more than 1/2 of the sky during part of the appropriate period and covering 1/2 or less during part of the period.,,23.9,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,4.5,19.3,,,,,,
2015-07-17 06:00:00,21.0,755.8,760.9,,90.0,Wind blowing from the west-southwest,3.0,100%,Mist. ,,,20.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.5,19.2,,,,,,
2015-07-17 09:00:00,22.1,756.7,761.8,0.9,84.0,Wind blowing from the west-southwest,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.2,,,,,,
2015-07-17 12:00:00,22.5,757.3,762.4,0.6,80.0,Wind blowing from the west-northwest,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.8,,,,,,
2015-07-17 15:00:00,23.0,757.2,762.3,-0.1,79.0,Wind blowing from the north-west,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,19.2,,,,,,
2015-07-17 18:00:00,20.7,757.1,762.2,-0.1,88.0,Wind blowing from the north-northeast,2.0,100%, ,,,,23.4,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.6,,,,,,
2015-07-18 06:00:00,19.9,757.1,762.2,,95.0,Wind blowing from the west,3.0,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,19.1,,,,,,
2015-07-18 09:00:00,21.2,757.5,762.6,0.4,89.0,Wind blowing from the south-west,5.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,19.3,,,,,,
2015-07-18 12:00:00,20.9,757.8,762.9,0.3,88.0,Wind blowing from the south-west,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.8,,,,,,
2015-07-18 15:00:00,22.0,757.1,762.2,-0.7,81.0,Wind blowing from the west-southwest,4.0,100%,Mist. ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,4.0,18.5,,,,,,
2015-07-18 18:00:00,21.0,756.8,761.9,-0.3,87.0,Wind blowing from the north-east,2.0,100%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,3.5,18.7,,,,,,
2015-07-19 06:00:00,19.5,755.8,760.9,,94.0,Wind blowing from the west-southwest,3.0,100%, ,,,19.5,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,18.5,,,,,,
2015-07-19 09:00:00,20.1,756.3,761.4,0.5,91.0,Wind blowing from the west,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,18.5,,,,,,
2015-07-19 12:00:00,22.0,756.1,761.2,-0.2,82.0,Wind blowing from the west-southwest,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,6.0,18.8,,,,,,
2015-07-19 15:00:00,22.1,755.2,760.3,-0.9,80.0,Wind blowing from the north,4.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,6.0,18.4,,,,,,
2015-07-19 18:00:00,22.4,754.0,759.1,-1.2,79.0,Wind blowing from the north-northeast,4.0,"10%  or less, but not 0", ,,,,23.4,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.6,,,,,,
2015-07-20 06:00:00,20.3,753.3,758.4,,91.0,Wind blowing from the south-southwest,4.0,60%, ,,,20.0,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.7,,,,,,
2015-07-20 09:00:00,22.0,753.9,759.0,0.6,82.0,Wind blowing from the west-southwest,3.0,no clouds, ,,,,,,,,,,6.0,18.8,,,,,,
2015-07-20 12:00:00,24.0,753.8,758.8,,75.0,Wind blowing from the west,3.0,no clouds, ,,,,,,,,,,6.0,19.3,,,,,,
2015-07-20 15:00:00,25.0,753.5,758.5,,70.0,Wind blowing from the north-northwest,3.0,no clouds, ,,,,,,,,,,6.0,19.2,,,,,,
2015-07-20 18:00:00,23.3,753.1,758.2,-0.4,77.0,Wind blowing from the north-northeast,4.0,no clouds, ,,,,25.6,,,,,,6.0,19.0,,,,,,
2015-07-21 06:00:00,20.1,753.1,758.2,,91.0,Wind blowing from the south-southwest,4.0,100%,Mist. ,,,20.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,3.0,18.6,,,,,,
2015-07-21 09:00:00,21.6,753.4,758.5,0.3,87.0,Wind blowing from the west-southwest,3.0,60%,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",4.0,19.4,,,,,,
2015-07-21 12:00:00,23.5,753.7,758.8,0.3,76.0,Wind blowing from the west,3.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.1,,,,,,
2015-07-21 15:00:00,23.7,753.7,758.7,0.0,77.0,Wind blowing from the west-southwest,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.5,,,,,,
2015-07-21 18:00:00,24.5,753.2,758.2,-0.5,72.0,Wind blowing from the north-northeast,3.0,40%, ,,,,25.0,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.2,,,,,,
2015-07-22 06:00:00,20.4,753.8,758.9,,91.0,Wind blowing from the south-southwest,5.0,no clouds, ,,,20.4,,,,,,,6.0,18.8,,,,,,
2015-07-22 09:00:00,22.7,754.9,760.0,1.1,82.0,Wind blowing from the south-west,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.4,,,,,,
2015-07-22 12:00:00,25.7,755.1,760.1,0.2,72.0,Wind blowing from the west,2.0,no clouds, ,,,,,,,,,,6.0,20.2,,,,,,
2015-07-22 15:00:00,28.0,754.4,759.4,-0.7,63.0,Wind blowing from the west,2.0,no clouds, ,,,,,,,,,,6.0,20.4,,,,,,
2015-07-22 18:00:00,25.6,754.4,759.4,0.0,75.0,Wind blowing from the north,4.0,"10%  or less, but not 0", ,,,,28.2,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,20.9,,,,,,
2015-07-23 06:00:00,21.5,754.1,759.2,,87.0,Wind blowing from the south-southwest,3.0,20-30%, ,,,20.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,2000-2500,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.3,,,,,,
2015-07-23 09:00:00,22.2,754.5,759.6,0.4,88.0,Wind blowing from the west-southwest,4.0,40%,Mist. ,Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",200-300,Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",4.0,20.1,,,,,,
2015-07-23 12:00:00,24.8,754.8,759.8,0.3,73.0,Wind blowing from the west-southwest,4.0,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",5.0,19.7,,,,,,
2015-07-23 15:00:00,24.9,754.7,759.7,-0.1,75.0,Wind blowing from the north-west,3.0,no clouds, ,,,,,,,,,,6.0,20.1,,,,,,
2015-07-23 18:00:00,23.6,754.2,759.3,-0.5,74.0,Wind blowing from the north-northeast,3.0,no clouds, ,,,,26.6,,,,,,6.0,18.7,,,,,,
2015-07-24 06:00:00,20.6,754.9,760.0,,88.0,Wind blowing from the south-west,4.0,"90  or more, but not 100%", ,,,20.3,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,18.6,,,,,,
2015-07-24 09:00:00,21.6,756.1,761.2,1.2,84.0,Wind blowing from the west-southwest,5.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.7,,,,,,
2015-07-24 12:00:00,23.2,756.0,761.1,-0.1,78.0,Wind blowing from the south-west,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.1,,,,,,
2015-07-24 15:00:00,23.7,755.5,760.6,-0.5,70.0,Wind blowing from the west,2.0,no clouds, ,,,,,,,,,,6.0,17.8,,,,,,
2015-07-24 18:00:00,23.6,755.5,760.6,0.0,69.0,Wind blowing from the north-northeast,2.0,no clouds, ,,,,23.9,,,,,,6.0,17.6,,,,,,
2015-07-25 06:00:00,19.9,754.3,759.4,,87.0,Wind blowing from the west,2.0,100%, ,,,19.8,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,17.6,,,,,,
2015-07-25 09:00:00,20.7,754.8,759.9,0.5,80.0,Wind blowing from the west-southwest,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,17.2,,,,,,
2015-07-25 12:00:00,22.6,755.0,760.1,0.2,73.0,Wind blowing from the west,3.0,50%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.6,,,,,,
2015-07-25 15:00:00,22.6,755.0,760.1,0.0,73.0,Wind blowing from the north-northeast,4.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.4,,,,,,
2015-07-25 18:00:00,22.1,755.1,760.2,0.1,70.0,Wind blowing from the north-northeast,4.0,50%, ,,,,23.6,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.3,,,,,,
2015-07-26 06:00:00,19.9,756.1,761.2,,87.0,Wind blowing from the south-west,4.0,100%, ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.6,,,,,,
2015-07-26 09:00:00,21.2,756.4,761.5,0.3,82.0,Wind blowing from the west-southwest,5.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.9,,,,,,
2015-07-26 12:00:00,22.6,756.1,761.2,-0.3,77.0,Wind blowing from the west,5.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.4,,,,,,
2015-07-26 15:00:00,22.5,755.8,760.9,-0.3,73.0,Wind blowing from the north-west,3.0,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",300-600,,,6.0,17.5,,,,,,
2015-07-26 18:00:00,21.5,755.9,761.0,0.1,74.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,22.8,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.7,,,,,,
2015-07-27 06:00:00,19.9,755.8,760.9,,90.0,Wind blowing from the west-southwest,4.0,100%, ,,,19.9,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.2,,,,,,
2015-07-27 09:00:00,20.6,756.1,761.2,0.3,87.0,Wind blowing from the west-southwest,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.3,,,,,,
2015-07-27 12:00:00,22.8,756.0,761.1,-0.1,77.0,Wind blowing from the west,4.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.5,,,,,,
2015-07-27 15:00:00,22.1,755.6,760.7,-0.4,80.0,Wind blowing from the north-west,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.4,,,,,,
2015-07-27 18:00:00,20.6,755.7,760.8,0.1,85.0,Wind blowing from the north-west,3.0,100%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.0,,,,,,
2015-07-28 06:00:00,19.8,755.3,760.4,,92.0,Wind blowing from the east,1.0,100%, ,,,19.2,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,18.5,,,,,,
2015-07-28 09:00:00,20.5,755.5,760.6,0.2,87.0,Wind blowing from the west-southwest,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.3,,,,,,
2015-07-28 12:00:00,22.0,755.8,760.9,0.3,84.0,Wind blowing from the west-southwest,5.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,19.1,,,,,,
2015-07-28 15:00:00,20.7,755.5,760.6,-0.3,84.0,Wind blowing from the west,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,17.8,,,,,,
2015-07-28 18:00:00,20.7,755.5,760.6,0.0,84.0,Wind blowing from the north-northeast,4.0,100%, ,,,,23.2,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,6.0,17.9,,,,,,
2015-07-29 06:00:00,19.5,755.5,760.6,,90.0,Wind blowing from the north,3.0,100%, ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.8,,,,,,
2015-07-29 09:00:00,20.7,755.8,760.9,0.3,85.0,Wind blowing from the west,3.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,18.1,,,,,,
2015-07-29 12:00:00,21.7,756.1,761.2,0.3,85.0,Wind blowing from the west,3.0,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,19.1,,,,,,
2015-07-29 15:00:00,22.6,755.8,760.9,-0.3,73.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.4,,,,,,
2015-07-29 18:00:00,22.6,755.2,760.3,-0.6,73.0,Wind blowing from the north-northeast,5.0,"10%  or less, but not 0", ,,,,22.8,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.6,,,,,,
2015-07-30 06:00:00,19.1,753.3,758.4,,94.0,Wind blowing from the south-west,4.0,100%, ,,,19.1,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.1,,,,,,
2015-07-30 09:00:00,19.5,754.1,759.2,0.8,87.0,Wind blowing from the west-southwest,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.3,,,,,,
2015-07-30 12:00:00,20.5,754.3,759.4,0.2,86.0,Wind blowing from the west-southwest,3.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,18.0,,,,,,
2015-07-30 15:00:00,22.3,753.7,758.8,-0.6,73.0,Wind blowing from the west-southwest,3.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.3,,,,,,
2015-07-30 18:00:00,20.9,753.7,758.8,0.0,81.0,Wind blowing from the north,3.0,100%, ,,,,22.5,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.5,,,,,,
2015-07-31 06:00:00,19.6,753.6,758.7,,90.0,Wind blowing from the west-southwest,3.0,100%, ,,,19.3,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,5.0,17.9,,,,,,
2015-07-31 09:00:00,19.5,754.3,759.4,0.7,91.0,Wind blowing from the north-west,2.0,100%,Clouds generally dissolving or becoming less developed. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,18.0,,,,,,
2015-07-31 12:00:00,21.2,754.9,760.0,0.6,84.0,Wind blowing from the west-northwest,1.0,100%,Clouds generally dissolving or becoming less developed. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,18.4,Trace of precipitation,6.0,,,,
2015-07-31 15:00:00,23.0,754.3,759.4,-0.6,74.0,Wind blowing from the north-northeast,4.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.2,,,,,,
2015-07-31 18:00:00,22.1,754.0,759.1,-0.3,78.0,Wind blowing from the north,2.0,20-30%, ,,,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.1,Trace of precipitation,12.0,,,,
2015-08-01 06:00:00,19.2,752.5,757.6,,94.0,Wind blowing from the south-west,3.0,100%,Mist. ,,,19.0,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,2.0,18.2,0.6,24.0,,,,
2015-08-01 09:00:00,19.5,753.1,758.2,0.6,95.0,Wind blowing from the south-west,3.0,100%,"Drizzle, not freezing, intermittent, slight at time of observation. ",Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,1.2,18.7,,,,,,
2015-08-01 12:00:00,20.1,754.0,759.1,0.9,89.0,Wind blowing from the west-southwest,3.0,100%,Clouds generally dissolving or becoming less developed. ,Drizzle.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,200-300,,,5.0,18.3,0.2,6.0,,,,
2015-08-01 15:00:00,20.8,754.0,759.1,0.0,82.0,Wind blowing from the west,4.0,100%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.5,,,,,,
2015-08-01 18:00:00,20.2,754.1,759.2,0.1,85.0,Wind blowing from the north-west,3.0,100%, ,,,,21.7,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,6.0,17.6,0.2,12.0,,,,
2015-08-02 06:00:00,19.9,755.3,760.4,,87.0,Wind blowing from the west-northwest,1.0,100%, ,,,19.7,,Stratocumulus other than Stratocumulus cumulogenitus.,100%,300-600,,,7.0,17.6,0.2,24.0,,,,
2015-08-02 09:00:00,21.6,756.3,761.4,1.0,73.0,Wind blowing from the north-northwest,2.0,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,16.5,,,,,,
2015-08-02 12:00:00,23.3,756.7,761.8,0.4,75.0,Wind blowing from the north,2.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,18.5,,,,,,
2015-08-02 15:00:00,23.0,756.2,761.3,-0.5,70.0,Wind blowing from the west-northwest,3.0,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,17.1,,,,,,
2015-08-02 18:00:00,21.0,756.3,761.4,0.1,84.0,Wind blowing from the north-northwest,3.0,70 - 80%, ,,,,23.7,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,18.1,,,,,,
2015-08-03 06:00:00,20.2,757.2,762.3,,81.0,Wind blowing from the east-northeast,3.0,70 - 80%, ,,,20.0,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,16.9,,,,,,
2015-08-03 09:00:00,21.0,758.1,763.2,0.9,82.0,Wind blowing from the north-northwest,3.0,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6.0,17.7,,,,,,
2015-08-03 12:00:00,22.5,758.5,763.6,0.4,71.0,Wind blowing from the north-northeast,3.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,16.9,,,,,,
2015-08-03 15:00:00,23.2,757.9,763.0,-0.6,70.0,Wind blowing from the north-northeast,6.0,20-30%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7.0,17.4,,,,,,
